event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BFO9727,2023-04-28,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Nord,Yatenga,Kossouka,Kossouka,13.3714,-1.8983,2,RTB,National,"On 28 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Kossouka (Kossouka, Yatenga). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9728,2023-04-28,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Ougarou,12.158,0.931,2,RTB,National,"On 28 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Ougarou (Matiacoali, Gourma). An unspecified number of militants were killed. Fatalities estimated as low and coded as 3.",3,,1683041275
BFO9743,2023-04-28,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Est,Gourma,Fada Ngourma,Koare,11.9429,0.298,1,Whatsapp,New media,"On 28 April 2023, presumed JNIM militants attacked the village of Koare (Fada Ngourma, Gourma). The militants killed two civilians and one volunteer fighter (VDP; off-duty). They also set fire to houses.",3,,1683041275
MAA1590,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Labor Group (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Cridem,National,"On 28 April 2023, for a second consecutive day, dozens of non-permanent workers in ministries held a protest sit-in in front of the presidency in Nouakchott (Tevragh-Zeina, Nouakchott) calling for an increase in their salaries.",0,crowd size=dozens,1683041275
MLI30031,2023-04-28,2023,1,Political violence,Riots,Mob violence,Rioters (Mali),Taxi Drivers (Mali),5,Police Forces of Mali (2021-),,1,15,,466,Western Africa,Mali,Sikasso,Sikasso,Sikasso,Sikasso,11.3164,-5.6777,1,Studio Tamani,National,"On 28 April 2023, a number of residents and motortaxi drivers vandalized several police checkpoints in the town of Sikasso (Sikasso, Sikasso). The reaction came in response to an accident triggered by the pursuit of a motortaxi driver by the police.",0,crowd size=no report,1683041275
MLI30039,2023-04-28,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Mali (2021-),,1,Civilians (Mali),Journalists (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8.0,1,Reelle Afrique; Twitter,New media,"On 28 April 2023, masked men (believed to be State Security Services (SE)) abducted a blogger in the capital of Bamako (Bamako, Bamako).",0,,1683041275
MLI30047,2023-04-28,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Dan Na Ambassagou,1,12,,466,Western Africa,Mali,Mopti,Bankass,Bankass,Kessagourou,14.0578,-3.4614,1,Le Pays Dogon; Undisclosed Source,Local partner-Other,"On 28 April 2023, JNIM militants attacked the village of Kessagourou (Bankass, Mopti). FAMa soldiers and Dan Na Ambassagou militiamen repelled the attack. There were no casualties.",0,,1683041275
MLI30051,2023-04-28,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Gao,Ansongo,Ansongo,Bazi-Gourma,15.6991,0.4326,1,Undisclosed Source,Local partner-Other,"Looting: On 28 April 2023, JNIM militants seized sheep and cattle in Mecara, a neighborhood in the village of Bazi-Gourma (Ansongo, Gao).",0,,1683041275
MLI30052,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),Yerewolo Ton Movement,6,,,0,60,,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8.0,1,Sahelien; Yerewolo debout sur les remparts,Other-Regional,"On 28 April 2023, a large number of people of the Yerewolo movement held a demonstration meeting and demonstrated at the Palace of Culture in the capital Bamako (Bamako, Bamako). The demonstrators called for the departure of the UN mission MINUSMA.",0,crowd size=a large number,1683041275
MLI30059,2023-04-28,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gounzoureye,Kadji,16.2188,-0.0712,1,Studio Tamani; Undisclosed Source,Local partner-Other,"On 28 April 2023, the lifeless body of an elderly person was found in Kadji (Gao, Gao). According to the initial police investigation, the individual was shot and killed. The body has been taken to the morgue at Gao hospital.",1,,1683041275
MLI30062,2023-04-28,2023,1,Strategic developments,Strategic developments,Other,Military Forces of Mali (2021-),,1,Civilians (Mali),Labor Group (Mali),7,17,,466,Western Africa,Mali,Mopti,Bankass,Bankass,Bankass,14.0775,-3.5159,2,Facebook,New media,"Non-violent activity: On 28 April 2023, FAMa soldiers seized a transport truck containing a large amount of new motorcycles and foodstuff at a checkpoint near Bankass (Bankass, Mopti). It is suspected that the goods were destined for militants.",0,,1683041275
MLI30067,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Kayes,Kenieba,Sitakily,Sitakily,13.1079,-11.2237,1,Facebook,New media,"On 28 April 2023, a large number of people staged a demonstration in the town of Sitakily (Kenieba, Kayes). The demonstrators expressed their opposition to the renewal of the MINUSMA mandate.",0,crowd size=a large number,1683041275
MLI30068,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Kayes,Kayes,Kayes,Kayes,14.4417,-11.4341,1,Facebook; Whatsapp,New media,"On 28 April 2023, a large number of people staged a demonstration in the town of Kayes (Kayes, Kayes). The demonstrators held Malian and Russian flags and expressed their opposition to the renewal of the MINUSMA mandate.",0,crowd size=a large number,1683041275
NIG31034,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Daily Trust (Nigeria),Subnational,"On 28 April 2023, protesters from the center for public accountability protested at the headquarters of the Nigeria Immigration Servic in Abuja (Abuja Municipal, FCT) over claims the NIS comptroller general refused to vacate office despite the having attained retirement age. The protesters urged the President to intervene in the issue.",0,crowd size=no report,1683041276
NIG31057,2023-04-28,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),Labor Group (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Bayelsa,Yenagoa,,Yenagoa,4.9247,6.2642,1,New Telegraph,National,"On 28 April 2023, over 100 disengaged staff of Niger Delta university protested at the state government house in Yenagoa (Yenagoa, Bayelsa) over claims of the government and school's refusal to reinstate them despite a court order to that effect.",0,crowd size=over 100,1683041276
NIG31087,2023-04-28,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (West Africa),,2,Military Forces of Nigeria (2015-),,1,12,,566,Western Africa,Nigeria,Yobe,Gujba,,Goniri,11.4833,12.3144,1,Twitter,New media,"On 28 April 2023, ISWAP claimed to have fired 4 mortar shells targeted at a camp of the Nigerian army in Goniri (Gujba, Yobe). Other sources report that the bombs fell in the middle of the town without any impact.",0,,1683041276
NIR29951,2023-04-28,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Niger),Labor Group (Niger),7,27,Civilian targeting,562,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,NGuigmi,14.2495,13.1092,2,Facebook,New media,"On 28 April 2023, suspected Boko Haram (JAS) militants abducted a driver a few kilometers from the town of NGuigmi (N'Guigmi, Diffa).",0,,1683041276
BFO9721,2023-04-27,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Centre-Ouest,Ziro,Gao,Gao,11.6431,-2.1806,2,Facebook; Whatsapp,New media,"On 27 April 2023, the Burkinabe air force carried out air strikes against presumed JNIM militants in the area of Gao (Gao, Ziro). Casualties unknown.",0,,1683041275
BFO9725,2023-04-27,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Pissila,Pissila,13.1642,-0.8225,2,Whatsapp,New media,"Property destruction: On 27 April 2023, presumed JNIM militants dynamited electric poles between Pissila (Pissila, Sanmatenga) and Kaya (Kaya, Sanmatenga). The destruction caused a power outage in the town of Pissila.",0,,1683041275
BFO9731,2023-04-27,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2022-),,1,12,,854,Western Africa,Burkina Faso,Est,Gourma,Matiacoali,Ougarou,12.158,0.931,1,AIB (Burkina Faso); Etat-Major General Des Armees Du Burkina Faso; Libre Info,New media-National,"On 27 April 2023, presumed JNIM militants attacked the military detachment in the village of Ougarou (Matiacoali, Gourma). In a statement released by the Army headquarter, 33 soldiers and about 40 militants were killed. 12 Soldiers were also injured.",73,,1683041275
GUI2486,2023-04-27,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Guinea),,5,Civilians (Guinea),Labor Group (Guinea),7,57,,324,Western Africa,Guinea,Kindia,Dubreka,Tondon,Tondon,10.3714,-13.3557,2,Africa Guinee,National,"On 27 April 2023, demonstrators destroyed the car of a singer on the sidelines of a demonstration against power cuts in Madina Taady near Tondon (Tondon, Dubreka, Kindia).",0,crowd size=no report,1683041275
GUI2488,2023-04-27,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Guinea),,5,,,0,50,,324,Western Africa,Guinea,Kindia,Dubreka,Tondon,Tondon,10.3714,-13.3557,2,Africa Guinee; Guinea News; Guinee Matin,National,"On 27 April 2023, demonstrators blocked the road as they demonstrated against power cuts between Telimele and Conakry around Souapiti barrage around Tondon (Tondon, Dubreka, Kindia). Several barricades were set up at several levels on the road.",0,crowd size=no report,1683041275
GUI2489,2023-04-27,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guinea),Students (Guinea),6,,,0,60,,324,Western Africa,Guinea,Labe,Labe,Labe Centre,Labe,11.3182,-12.2833,1,Aminata,National,"On 27 April 2023, students organized a sit-in demonstration to denounce the degradation of the university building in Labe (Labe Centre, Labe).",0,crowd size=no report,1683041275
GUI2492,2023-04-27,2023,1,Political violence,Riots,Mob violence,Rioters (Guinea),,5,Rioters (Guinea),,5,55,,324,Western Africa,Guinea,Kindia,Dubreka,Tondon,Tondon,10.3714,-13.3557,2,Guinee Matin,National,"On 27 April 2023, demonstrators against power cuts clashed with road users because they wanted to pass in Madina near Tondon (Tondon, Dubreka, Kindia).",0,crowd size=no report,1683041275
MAA1589,2023-04-27,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Labor Group (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Cridem,National,"On 27 April 2023, hundreds of dismissed Nouadhibou port dockers held a protest sit-in in front of the presidency in Nouakchott (Tevragh-Zeina, Nouakchott) calling for their reintegration.",0,crowd size=hundreds,1683041275
MAA1591,2023-04-27,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Mauritania),Fishers (Mauritania),6,Police Forces of Mauritania (2019-),,1,16,,478,Western Africa,Mauritania,Dakhlet Nouadhibou,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,20.9434,-17.038,1,Al Akhbar (Mauritania),National,"On 27 April 2023, dozens of traditional fishers and their families held a protest sit-in and blocked briefly the road in front of the wilaya of Nouadhibou (Dakhlet Nouadhibou, Dakhlet Nouadhibou) to denounce the limitation of their activities by authorities. Police forces intervened and forced the protesters to leave.",0,crowd size=dozens,1683041275
MAA1592,2023-04-27,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),,6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Al Akhbar (Mauritania); Cridem,National,"On 27 April 2023, relatives of the victims of 89-90 events held a protest sit-in in front of the presidency in Nouakchott (Tevragh-Zeina, Nouakchott) to denounce the nomination by UPR party of a candidate for the next legislative elections they consider was responsible in the killing by Mauritanian army of dozens of black soldiers.",0,crowd size=no report,1683041275
MLI30026,2023-04-27,2023,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,Ouela,13.948,-5.6447,1,Twitter; Undisclosed Source,Local partner-Other,"On 27 April 2023, Donso militiamen killed a Fulani man and his two children and wounded his wife and other child in the village of Ouela (Macina, Segou).",3,,1683041275
MLI30034,2023-04-27,2023,1,Political violence,Battles,Armed clash,Dan Na Ambassagou,,4,JNIM: Group for Support of Islam and Muslims,,2,24,,466,Western Africa,Mali,Mopti,Mopti,Sio,Perimpe,14.4618,-4.0819,1,Undisclosed Source,Local partner-Other,"On 27 April 2023, Dan Na Ambassagou militiamen ambushed JNIM militants in the village of Perimpe (Mopti, Mopti). Two militants were taken prisoners and four weapons, and two motorcycles were seized. There were no casualties.",0,,1683041275
MLI30035,2023-04-27,2023,1,Strategic developments,Strategic developments,Other,Civilians (Mali),Prisoners (Mali),7,,,0,70,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,Undisclosed Source,Local partner-Other,"Other: On 27 April 2023, five prisoners detained by Wagner broke out of the prison facility at the military camp in the town of Gossi (Gourma-Rharous, Tombouctou).",0,,1683041275
MLI30066,2023-04-27,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mali),,6,,,0,60,,466,Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8.0,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 27 April 2023, a number of people demonstrated against MINUSMA in front of its headquarters in Bamako (Bamako, Bamako).",0,crowd size=no report,1683041275
NIG31032,2023-04-27,2023,1,Political violence,Riots,Mob violence,Rioters (Nigeria),,5,Civilians (Nigeria),FRSC: Federal Road Safety Commission; Police Forces of Nigeria (2015-); Military Forces of Nigeria (2015-),7,57,Civilian targeting,566,Western Africa,Nigeria,Plateau,Jos North,,Jos,9.9285,8.8921,1,Daily Leadership (Nigeria),National,"On 27 April 2023, rioters attacked FRSC official at the scene of a fuel tanker explosion on Bauchi road in Jos (Jos North, Plateau). Three officials were seriously wounded, one FRSC patrol vehicle was burnt down and parts of the ambulance were damaged. Policemen and other security agents dispersed the rioters and restored order to the area.",0,crowd size=no report,1683041276
NIG31043,2023-04-27,2023,1,Strategic developments,Strategic developments,Looting/property destruction,DSF: Delta Strike Force,,3,Civilians (Nigeria),,7,37,,566,Western Africa,Nigeria,Delta,Ughelli North,,Agbarha-Otor,5.5347,6.0748,1,Vanguard (Nigeria),National,"Property destruction: On 27 April 2023, DSF claimed to have vandalized at oil well heads at the Agbarha-Otor (Ughelli North, Delta) flow station. The group claimed that it will not relent until the federal government accedes to its demands.",0,,1683041276
NIG31044,2023-04-27,2023,1,Political violence,Battles,Armed clash,Doko Communal Militia (Nigeria),,4,Doko Communal Militia (Nigeria),,4,44,,566,Western Africa,Nigeria,Niger,Lavun,,Kutigi,9.2,5.6,2,Daily Independent (Nigeria),National,"On 27 April 2023, factions loyal to the two ruling houses in Doko community clashed following a dispute over a land in Doko (Lavun, Niger) coded to Kutigi. At least 10 people were wounded and several houses were set ablaze. No fatalities reported",0,,1683041276
NIG31062,2023-04-27,2023,1,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,,566,Western Africa,Nigeria,Katsina,Katsina,,Katsina,12.9894,7.6006,3,Daily Leadership (Nigeria); Daily Post (Nigeria); Nigeria Punch,National,"On 27 April 2023, policemen intercepted a Katsina militia and engaged them in an armed clash that also led to the rescue of an abductee. Two militiamen were killed, location coded to Katsina (Katsina, Katsina).",2,,1683041276
NIG31080,2023-04-27,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Kasuwar Daji Communal Group (Nigeria),7,47,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Kaura Namoda,,Kaura Namoda,12.5898,6.5779,2,Blueprint; Nigeria Punch; Premium Times (Nigeria),National,"On 27 April 2023, a Zamfara militia abducted the district head of Kasuwar Daji when they invaded the community in Kaura Namoda LGA (Zamfara) and shot sporadically. There are no reports about ransom demands.",0,,1683041276
NIG31097,2023-04-27,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Women (Nigeria); Students (Nigeria),7,37,Civilian targeting,566,Western Africa,Nigeria,Kwara,Asa,,Afon,8.3166,4.5333,2,Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 27 April 2023, an unidentified armed group killed a student and abducted a woman at Oketu area (Asa, Kwara) coded to Afon. The murdered victim was wounded by the assailants who abducted him and released him after 400 thousand naira was paid as ransom, he died in a hospital. The other abductee is the wife of a cattle dealer who was the target and not his wife, a ransom of 10 million naira was demanded for he release.",1,women targeted: relatives of targeted groups or persons,1683041276
NIG31104,2023-04-27,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351,5.6275,2,Daily Trust (Nigeria),National,"On 27 April 2023, residents of Ogheghe and Ologbo communities protested and blocked the failed portion of the Benin-Warri-Sapele road, coded to Benin City (Oredo, Edo) over the state of the road.",0,crowd size=no report,1683041276
NIR29952,2023-04-27,2023,1,Political violence,Riots,Mob violence,Rioters (Niger),Students (Niger),5,Civilians (Niger),Teachers (Niger),7,57,Civilian targeting,562,Western Africa,Niger,Maradi,Ville de Maradi,Maradi II,Maradi,13.5,7.1017,1,Le Souffle de Maradi,New media,"On 27 April 2023, a number of youths (believed to be students) burned the vehicle of the Dan Kassawa Technical High School principal in town of Maradi (Ville de Maradi, Maradi).",0,crowd size=no report,1683041276
NIR29955,2023-04-27,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Islamic State (West Africa),,2,,,0,20,,562,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Facebook; Jeunesse Diffa,New media,"Detonation: On 27 April 2023, several presumed ISWAP militants were killed while planting an IED on the road between Diffa and Doutchi (Diffa, Diffa). Unknown fatalities coded as 3.",3,,1683041276
SEN1727,2023-04-27,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Senegal),Bennoo Bokk Yaakar,6,,,0,60,,686,Western Africa,Senegal,Matam,Matam,Agnam Civol,Agnam,16.0154,-13.7072,1,EnQuete Plus,National,"Around 27 April 2023 (week of), Benno Bokk Yaakar militants demonstrated in support of the Deputy Mayor Farba Ngom after his house was burned down in the area of Agnam (Agnam Civol, Matam).",0,crowd size=no report,1683041276
BFO9722,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Sahel,Seno,Falagountou,Goulgountou,14.3265,0.0977,1,Whatsapp,New media,"On 26 April 2023, presumed IS Sahel militants killed one civilian and seized livestock in the village of Goulgountou (Falagountou, Seno).",1,,1683041275
BFO9726,2023-04-26,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Sahel,Oudalan,Oursi,Oursi,14.6755,-0.4603,1,Whatsapp,New media,"Property destruction: On 26 April 2023, presumed JNIM militants set fire to shops and houses in the town of Oursi (Oursi, Oudalan). They gathered the inhabitants and threatened them not to collaborate or shelter the IS militants in the locality. They seized the livestock and released them shortly afterwards. No physical violence has been committed against the inhabitants.",0,,1683041275
BFO9735,2023-04-26,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Burkina Faso (2022-),VDP: Volunteer for Defense of Homeland,1,12,,854,Western Africa,Burkina Faso,Est,Tapoa,Kantchari,Kantchari,12.4756,1.5116,1,Whatsapp,New media,"On 26 April 2023, presumed JNIM militants attacked a position of soldiers and volunteer fighter (VDP) in the town of Kantchari (Kantchari, Tapoa). The attack was repelled, no casualties.",0,,1683041275
BFO9740,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Foullou,13.2359,-1.5217,1,Facebook; Whatsapp,New media,"On 26 April 2023, presumed JNIM militants attacked the village of Foullou (Sabse, Bam). The militants killed two civilians and set fire to granaries and houses.",2,,1683041275
BFO9753,2023-04-26,2023,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Nord,Yatenga,Barga,Mene,13.8579,-2.3204,1,Whatsapp,New media,"Non-violent activity: On 26 April 2023, presumed JNIM militants set up a checkpoint and controlled identities of road users in Mene (Barga, Yatenga).",0,,1683041275
GUI2490,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guinea),Teachers (Guinea),6,,,0,60,,324,Western Africa,Guinea,Kankan,Kankan,Kankan-Centre,Kankan,10.3854,-9.3057,1,Guinea News; Guinee Matin; Le Djely,National,"On 26 April 2023, teachers organized a sit-in demonstration to demand the payment of salary arrears and their integration into the public service in Kankan prefecture (Kankan-Centre, Kankan).",0,crowd size=no report,1683041275
GUI2491,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guinea),Teachers (Guinea),6,,,0,60,,324,Western Africa,Guinea,Nzerekore,Nzerekore,Nzerekore Centre,Nzerekore,7.7472,-8.8238,1,Guinee Matin,National,"On 26 April 2023, teachers demonstrated to demand the payment of 7 month salary arrears and to denounce their living and working conditions in Nzerekore (Nzerekore Centre, Nzerekore).",0,crowd size=no report,1683041275
MAA1588,2023-04-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mauritania),Labor Group (Mauritania),6,,,0,60,,478,Western Africa,Mauritania,Nouakchott,Tevragh-Zeina,,Nouakchott,18.0801,-15.9777,1,Cridem,National,"On 26 April 2023, dozens of non permanent workers in ministries held a protest sit-in in front of the presidency in Nouakchott (Tevragh-Zeina, Nouakchott) calling for an increase in their salaries.",0,crowd size=dozens,1683041275
MLI30025,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Monimpebougou,Nenebougou,14.15,-5.3768,1,Undisclosed Source,Local partner-Other,"On 26 April 2023, Donso militiamen killed two persons in the Fulani quarter in the village of Nenebougou (Macina, Segou).",2,,1683041275
MLI30027,2023-04-26,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Intaydene,16.1752,2.4158,1,Undisclosed Source,Local partner-Other,"Looting: On 26 April 2023, IS Sahel militants pillaged houses, shops, and a vehicle in the village of Intaydene (Menaka, Menaka).",0,,1683041275
MLI30030,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Bara,Bara,15.8171,0.325,1,Studio Tamani,National,"On 26 April 2023, presumed IS Sahel militants killed a man in his forties by slitting his throat with a knife in the village of Bara (Ansongo, Gao).",1,,1683041275
MLI30037,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dozo Communal Militia (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,Djidian,13.8913,-5.683,1,Studio Tamani; Undisclosed Source,Local partner-Other,"On 26 April 2023, JNIM militants assassinated two Donso militiamen (off-duty) at their domiciles in the village of Djidian (Macina, Segou).",2,,1683041275
MLI30041,2023-04-26,2023,2,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (Sahel),,2,22,,466,Western Africa,Mali,Gao,Gao,N'tillit,Marsi,16.1118,-0.3408,2,Undisclosed Source,Local partner-Other,"Around 26 April 2023 (between 26 - 27 April), JNIM and IS Sahel militants clashed in the area south of Marsi (Gao, Gao). JNIM killed or captured 50 IS Sahel militants according to local sources. 25 fatalities coded.",25,,1683041275
MLI30042,2023-04-26,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Haire,Serma,14.86,-2.2642,1,Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 26 April 2023, the Malian air force carried out an airstrike against the cattle market in the village of Serma (Douentza, Mopti). Many people and livestock were killed. The precise toll is not known. Unknown fatalities coded as 10.",10,,1683041275
MLI30043,2023-04-26,2023,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),Police Forces of Mali (2021-) Gendarmerie; Police Forces of Mali (2021-),1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Kayes,Diema,Diema,Diema,14.5418,-9.1913,1,Reelle Afrique; Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"Defusal: On 26 April 2023, presumed JNIM militants had planted an improvised explosive device (IED) made from a butane gas canister at the toll booth manned by national guards, gendarmes, and police in Diema (Diema, Kayes). Defense and security forces detonated the device causing major damages to the toll booth.",0,,1683041275
MLI30057,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.9486,2.9649,1,Undisclosed Source,Local partner-Other,"On 26 April 2023, unidentified armed individuals killed two person in the village of Tin Zaouaten (Abeibara, Kidal).",2,,1683041275
MLI30058,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Arab Ethnic Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Wabaria,16.1908,-0.0322,1,Undisclosed Source,Local partner-Other,"On 26 April 2023, unidentified armed individuals assassinated an Arab man at his domicile in Wabaria (Gao, Gao). The reason is unknown but it is believed to be a settlement of accounts.",1,,1683041275
MLI30061,2023-04-26,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Sony Aliber,Seyna,16.35,-0.0195,1,Undisclosed Source,Local partner-Other,"On 26 April 2023, an unidentified armed group attacked the vehicle of a merchant when he was driving with his family members in the village of Seyna (Gao, Gao). A child was killed, several other family members were wounded and evacuated to the hospital in Gao, and one family member was kidnapped by the assailants.",1,,1683041275
